Ad_ID,Ad_URL,Ad_Type
CR19869137186586624,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR19869137186586624,Text
CR198710682038829056,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR198710682038829056,Image
CR199096610620178432,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR199096610620178432,Image
CR200043908606984192,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR200043908606984192,Image
CR201092224224591872,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR201092224224591872,Text
CR201102119829241856,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR201102119829241856,Image
CR201286837782708224,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR201286837782708224,Image
CR201303330457124864,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR201303330457124864,Text
CR20141197594984448,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR20141197594984448,Image
CR20182979036839936,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR20182979036839936,Text
CR2019046945980416,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR2019046945980416,Text
CR202632640015106048,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR202632640015106048,Image
CR203038978281046016,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR203038978281046016,Text
CR203273655294099456,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR203273655294099456,Text
CR203897078387048448,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR203897078387048448,Text
CR203934461782392832,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR203934461782392832,Image
CR204241225526542336,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR204241225526542336,Text
CR204469923945119744,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR204469923945119744,Image
CR205455086363607040,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR205455086363607040,Text
CR205666192596140032,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR205666192596140032,Image
CR20629380757716992,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR20629380757716992,Image
CR20692052920500224,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR20692052920500224,Text
CR207647512549392384,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR207647512549392384,Image
CR208649167642296320,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR208649167642296320,Image
CR209687106618916864,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR209687106618916864,Image
CR209850933851455488,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR209850933851455488,Text
CR210308330688610304,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR210308330688610304,Text
CR210856986990870528,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR210856986990870528,Image
CR211207731200131072,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR211207731200131072,Text
CR211726700688441344,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR211726700688441344,Text
CR213263817944072192,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR213263817944072192,Text
CR213389162269638656,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR213389162269638656,Text
CR21342482767806464,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR21342482767806464,Text
CR213539795362643968,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR213539795362643968,Image
CR213589891861184512,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR213589891861184512,Image
CR214297977349472256,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR214297977349472256,Text
CR214438714837827584,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR214438714837827584,Text
CR214715791768027136,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR214715791768027136,Image
CR215102819861004288,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR215102819861004288,Image
CR215761908362379264,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR215761908362379264,Image
CR21617841711087616,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR21617841711087616,Image
CR216782255152955392,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR216782255152955392,Text
CR218526080594608128,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR218526080594608128,Text
CR218647026873663488,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR218647026873663488,Text
CR220988986640826368,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR220988986640826368,Image
CR222200648454635520,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR222200648454635520,Text
CR222466730268557312,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR222466730268557312,Image
CR222984119208902656,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR222984119208902656,Image
CR223539853617266688,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR223539853617266688,Text
CR223902692454432768,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR223902692454432768,Image
CR224346895152054272,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR224346895152054272,Text
CR224536011152031744,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR224536011152031744,Image
CR22463366152847360,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR22463366152847360,Image
CR225661911058874368,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR225661911058874368,Image
CR226106113756495872,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR226106113756495872,Text
CR226118208384401408,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR226118208384401408,Image
CR226353503872745472,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR226353503872745472,Text
CR226368897035534336,https://transparencyreport.google.com/political-ads/library/advertiser/AR149834435246686208/creative/CR226368897035534336,Image
