Ad_ID,Ad_URL,Ad_Type
CR44716381987405824,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR44716381987405824,Text
CR448311916171886592,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR448311916171886592,Text
CR448945234869485568,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR448945234869485568,Text
CR452626399799279616,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR452626399799279616,Text
CR452815515799257088,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR452815515799257088,Text
CR45613583475671040,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR45613583475671040,Text
CR456224001845362688,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR456224001845362688,Text
CR4566615387537408,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR4566615387537408,Text
CR458219615449776128,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR458219615449776128,Text
CR459812807798423552,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR459812807798423552,Text
CR460753989751799808,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR460753989751799808,Text
CR461438985495904256,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR461438985495904256,Text
CR461668783426109440,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR461668783426109440,Text
CR465130046030348288,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR465130046030348288,Text
CR465168528937320448,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR465168528937320448,Text
CR465917296355835904,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR465917296355835904,Text
CR469126770797314048,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR469126770797314048,Text
CR470182301959979008,https://transparencyreport.google.com/political-ads/library/advertiser/AR288387193997623296/creative/CR470182301959979008,Text
