Ad_ID,Ad_URL,Ad_Type
CR178846973690904576,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178846973690904576,Image
CR178887793060085760,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178887793060085760,Image
CR178901949272293376,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178901949272293376,Image
CR178908821219966976,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178908821219966976,Image
CR178924214382755840,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178924214382755840,Image
CR178934384865312768,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR178934384865312768,Image
CR179056568094949376,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179056568094949376,Image
CR179114567333314560,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179114567333314560,Image
CR17912143928098816,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR17912143928098816,Image
CR179139581222846464,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179139581222846464,Image
CR179141367929241600,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179141367929241600,Image
CR179165969501913088,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179165969501913088,Image
CR17918328681005056,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR17918328681005056,Text
CR179197305583304704,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179197305583304704,Image
CR179240873731555328,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179240873731555328,Image
CR179267674327482368,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179267674327482368,Image
CR179338043071660032,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179338043071660032,Image
CR179370478664679424,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179370478664679424,Text
CR179432944669032448,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179432944669032448,Image
CR179434250339090432,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179434250339090432,Image
CR179478780560015360,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179478780560015360,Image
CR179531419679195136,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR179531419679195136,Image
