Ad_ID,Ad_URL,Ad_Type
CR573115763053821952,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573115763053821952,Image
CR5731341798735872,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR5731341798735872,Image
CR573134317312540672,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573134317312540672,Image
CR573181046556721152,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573181046556721152,Image
CR573256500542177280,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573256500542177280,Image
CR573256912859037696,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573256912859037696,Image
CR5732578749317120,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR5732578749317120,Image
CR573289898207870976,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573289898207870976,Image
CR573309689417170944,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573309689417170944,Image
CR573310376611938304,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573310376611938304,Image
CR573311888440426496,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573311888440426496,Image
CR573344461472399360,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573344461472399360,Image
CR573345423545073664,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573345423545073664,Image
CR573355181710770176,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573355181710770176,Image
CR573367276338675712,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573367276338675712,Image
CR573397238030532608,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573397238030532608,Image
CR573401636077043712,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573401636077043712,Image
CR573425825332854784,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573425825332854784,Image
CR573450426905526272,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573450426905526272,Image
CR573468019091570688,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573468019091570688,Image
CR573479563963662336,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573479563963662336,Image
CR573485611277615104,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573485611277615104,Image
CR573531378449121280,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573531378449121280,Image
CR573532890277609472,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573532890277609472,Image
CR573566562821210112,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573566562821210112,Image
CR573587453542137856,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573587453542137856,Image
CR573591164393881600,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573591164393881600,Image
CR573603259021787136,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573603259021787136,Image
CR573641741928759296,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573641741928759296,Image
CR57366057106538496,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR57366057106538496,Image
CR573673078010150912,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573673078010150912,Image
CR573678713007243264,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573678713007243264,Image
CR573679675079917568,https://transparencyreport.google.com/political-ads/library/advertiser/AR513786390496935936/creative/CR573679675079917568,Image
