Ad_ID,Ad_URL,Ad_Type
CR155470394411712512,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155470394411712512,Text
CR155480015138455552,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155480015138455552,Text
CR155549284371005440,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155549284371005440,Text
CR155569350458212352,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155569350458212352,Text
CR155647415783784448,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155647415783784448,Text
CR155681500644245504,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155681500644245504,Text
CR155757641824468992,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155757641824468992,Text
CR155761490115166208,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155761490115166208,Text
CR155777158155862016,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155777158155862016,Text
CR155780456690745344,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155780456690745344,Text
CR155787053760512000,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155787053760512000,Text
CR155788153272139776,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155788153272139776,Text
CR155790352295395328,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155790352295395328,Text
CR155831858859343872,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155831858859343872,Text
CR155858522016317440,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155858522016317440,Text
CR155898379312824320,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155898379312824320,Text
CR155928890760495104,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155928890760495104,Text
CR155947582458167296,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR155947582458167296,Text
CR15602619753955328,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15602619753955328,Text
CR156033344365133824,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156033344365133824,Text
CR156039116801179648,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156039116801179648,Text
CR156069628248850432,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156069628248850432,Text
CR15611140969070592,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15611140969070592,Text
CR156139996993028096,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156139996993028096,Text
CR156157864056979456,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156157864056979456,Text
CR15615813893488640,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15615813893488640,Text
CR156183702580232192,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156183702580232192,Text
CR156188375504650240,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156188375504650240,Text
CR156210365737205760,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156210365737205760,Text
CR156239640234295296,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156239640234295296,Text
CR156263142295339008,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156263142295339008,Text
CR15627083887673344,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15627083887673344,Text
CR156279634969755648,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156279634969755648,Text
CR156403879783694336,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156403879783694336,Text
CR15657320457437184,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15657320457437184,Text
CR15666391428366336,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15666391428366336,Text
CR156685354760404992,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156685354760404992,Text
CR156726036690632704,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156726036690632704,Text
CR156751325458071552,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156751325458071552,Text
CR156763420085977088,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156763420085977088,Text
CR156773315690627072,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156773315690627072,Text
CR156775514713882624,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156775514713882624,Text
CR156788708853415936,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156788708853415936,Text
CR15682884102782976,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15682884102782976,Text
CR15683983614410752,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15683983614410752,Text
CR15687969344061440,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15687969344061440,Text
CR156914053178982400,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156914053178982400,Text
CR156966829737115648,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156966829737115648,Text
CR156984421923160064,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR156984421923160064,Text
CR157018506783621120,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157018506783621120,Text
CR157028127510364160,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157028127510364160,Text
CR157195528155693056,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157195528155693056,Text
CR157239233742897152,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157239233742897152,Text
CR157248304713826304,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157248304713826304,Text
CR157268095923126272,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157268095923126272,Text
CR157336265644048384,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157336265644048384,Text
CR157338464667303936,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157338464667303936,Text
CR157351658806837248,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157351658806837248,Text
CR15735660660916224,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15735660660916224,Text
CR157429724132409344,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157429724132409344,Text
CR157477003132403712,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157477003132403712,Text
CR157549570899836928,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157549570899836928,Text
CR15756551381843968,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15756551381843968,Text
CR157633133783547904,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157633133783547904,Text
CR157687009853308928,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157687009853308928,Text
CR157791738335854592,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157791738335854592,Text
CR157817851737014272,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157817851737014272,Text
CR15783214538817536,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15783214538817536,Text
CR157912684614909952,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157912684614909952,Text
CR157933300457930752,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR157933300457930752,Text
CR158013289928851456,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158013289928851456,Text
CR158032256504430592,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158032256504430592,Text
CR158038853574197248,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158038853574197248,Text
CR158042152109080576,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158042152109080576,Text
CR158092729643958272,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158092729643958272,Text
CR158110321830002688,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158110321830002688,Text
CR158194984225341440,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158194984225341440,Text
CR158199382271852544,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158199382271852544,Text
CR158213950800920576,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158213950800920576,Text
CR15823621591138304,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15823621591138304,Text
CR158321428062535680,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158321428062535680,Text
CR158323627085791232,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158323627085791232,Text
CR158384100225318912,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158384100225318912,Text
CR158425881667174400,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158425881667174400,Text
CR158440175318335488,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158440175318335488,Text
CR158443473853218816,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158443473853218816,Text
CR158454468969496576,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158454468969496576,Text
CR158462165550891008,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158462165550891008,Text
CR158602903039246336,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158602903039246336,Text
CR158642760335753216,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158642760335753216,Text
CR158673271783424000,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158673271783424000,Text
CR158683442265980928,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158683442265980928,Text
CR158745839550857216,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158745839550857216,Text
CR158759033690390528,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158759033690390528,Text
CR158812909760151552,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158812909760151552,Text
CR158848094132240384,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158848094132240384,Text
CR158947050178740224,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158947050178740224,Text
CR15895089846943744,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15895089846943744,Text
CR158954746760134656,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR158954746760134656,Text
CR159003125271756800,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159003125271756800,Text
CR159006423806640128,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159006423806640128,Text
CR159014120388034560,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159014120388034560,Text
CR159027314527567872,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159027314527567872,Text
CR159040508667101184,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159040508667101184,Text
CR159051778661285888,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159051778661285888,Text
CR159094384736862208,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159094384736862208,Text
CR159165852992667648,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159165852992667648,Text
CR159168052015923200,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159168052015923200,Text
CR159192516149641216,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159192516149641216,Text
CR159218629550800896,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159218629550800896,Text
CR159236221736845312,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159236221736845312,Text
CR159246392219402240,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159246392219402240,Text
CR159306590481022976,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159306590481022976,Text
CR159423825908334592,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159423825908334592,Text
CR159436332853100544,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159436332853100544,Text
CR159446228457750528,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159446228457750528,Text
CR159537762800762880,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159537762800762880,Text
CR159566075225178112,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159566075225178112,Text
CR159567174736805888,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159567174736805888,Text
CR15964359079493632,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR15964359079493632,Text
CR159799171690266624,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159799171690266624,Text
CR159850848736772096,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159850848736772096,Text
CR159903625294905344,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR159903625294905344,Text
CR160010277922799616,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160010277922799616,Text
CR160023746940239872,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160023746940239872,Text
CR160072950085582848,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160072950085582848,Text
CR160132323713482752,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160132323713482752,Text
CR160143318829760512,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160143318829760512,Text
CR160162010527432704,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160162010527432704,Text
CR160185100271616000,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160185100271616000,Text
CR16028130753904640,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR16028130753904640,Text
CR16035827335299072,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR16035827335299072,Text
CR160362121643687936,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160362121643687936,Text
CR160405827230892032,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160405827230892032,Text
CR16046822451576832,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR16046822451576832,Text
CR160546564719247360,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160546564719247360,Text
CR160572128364593152,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160572128364593152,Text
CR160573227876220928,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160573227876220928,Text
CR160643596620398592,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160643596620398592,Text
CR160677681480859648,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160677681480859648,Text
CR160695273666904064,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160695273666904064,Text
CR160716164387831808,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160716164387831808,Text
CR160724960480854016,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160724960480854016,Text
CR160729358527365120,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160729358527365120,Text
CR160854702852931584,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160854702852931584,Text
CR160856901876187136,https://transparencyreport.google.com/political-ads/library/advertiser/AR485896728302583808/creative/CR160856901876187136,Text
