Ad_ID,Ad_URL,Ad_Type
CR497069140830322688,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR497069140830322688,Text
CR499016375923113984,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR499016375923113984,Text
CR49993419325440000,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR49993419325440000,Text
CR508609614875459584,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR508609614875459584,Text
CR510275374991540224,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR510275374991540224,Text
CR515834505781575680,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR515834505781575680,Text
CR519986261688057856,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR519986261688057856,Text
CR52333180069347328,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR52333180069347328,Text
CR532793373128392704,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR532793373128392704,Text
CR545993010219843584,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR545993010219843584,Text
CR561363083264524288,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR561363083264524288,Text
CR63791190742401024,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR63791190742401024,Text
CR72511417462292480,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR72511417462292480,Text
CR73167825904074752,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR73167825904074752,Text
CR74905054275960832,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR74905054275960832,Text
CR79131576973131776,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR79131576973131776,Text
CR7918407865335808,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR7918407865335808,Text
CR83066729088942080,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR83066729088942080,Text
CR85218473344499712,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR85218473344499712,Text
CR88314698088316928,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR88314698088316928,Text
CR88924927041732608,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR88924927041732608,Text
CR92610490018037760,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR92610490018037760,Text
CR99257037807943680,https://transparencyreport.google.com/political-ads/library/advertiser/AR60189740405620736/creative/CR99257037807943680,Text
CR254537216708050944,https://transparencyreport.google.com/political-ads/library/advertiser/AR60293094498631680/creative/CR254537216708050944,Text
CR85881478856048640,https://transparencyreport.google.com/political-ads/library/advertiser/AR60293094498631680/creative/CR85881478856048640,Text
CR89241036634718208,https://transparencyreport.google.com/political-ads/library/advertiser/AR60293094498631680/creative/CR89241036634718208,Text
CR11777968556736512,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR11777968556736512,Text
CR117801675799920640,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR117801675799920640,Text
CR12200181021802496,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR12200181021802496,Text
CR125353121659486208,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR125353121659486208,Text
CR144352682587455488,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR144352682587455488,Text
CR159270856353120256,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR159270856353120256,Text
CR172548558770143232,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR172548558770143232,Text
CR194874004933181440,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR194874004933181440,Text
CR195642700999950336,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR195642700999950336,Text
CR241461549552631808,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR241461549552631808,Text
CR275097809269555200,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR275097809269555200,Text
CR280212737361969152,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR280212737361969152,Text
CR298600969824894976,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR298600969824894976,Text
CR304854991963684864,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR304854991963684864,Text
CR31951807903170560,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR31951807903170560,Text
CR321259705450102784,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR321259705450102784,Text
CR324074455217209344,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR324074455217209344,Text
CR352362690376630272,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR352362690376630272,Text
CR357418932035911680,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR357418932035911680,Text
CR369721779955957760,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR369721779955957760,Text
CR387828537442172928,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR387828537442172928,Text
CR422590697065938944,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR422590697065938944,Text
CR477104483571073024,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR477104483571073024,Text
CR480152329803268096,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR480152329803268096,Text
CR485641091849125888,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR485641091849125888,Text
CR507736877520912384,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR507736877520912384,Text
CR550864121608798208,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR550864121608798208,Text
CR8884053952430080,https://transparencyreport.google.com/political-ads/library/advertiser/AR60464343434657792/creative/CR8884053952430080,Text
