Ad_ID,Ad_URL,Ad_Type
CR493494903406329856,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR493494903406329856,Text
CR494934851321856000,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR494934851321856000,Text
CR495265666882863104,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR495265666882863104,Text
CR495922625080459264,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR495922625080459264,Text
CR497621095667466240,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR497621095667466240,Text
CR49813717893775360,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR49813717893775360,Text
CR499108047705079808,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR499108047705079808,Text
CR499317367231217664,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR499317367231217664,Text
CR500505526983983104,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR500505526983983104,Text
CR50066261970780160,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR50066261970780160,Text
CR501499760373399552,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR501499760373399552,Text
CR502232172556451840,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR502232172556451840,Text
CR502618238576754688,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR502618238576754688,Text
CR503146966230761472,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR503146966230761472,Text
CR504307088437018624,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR504307088437018624,Text
CR506367435788517376,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR506367435788517376,Text
CR507614419413368832,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR507614419413368832,Text
CR508183828997603328,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR508183828997603328,Text
CR508619235602202624,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR508619235602202624,Text
CR510462704285122560,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR510462704285122560,Text
CR511217175420207104,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR511217175420207104,Text
CR512316687047983104,https://transparencyreport.google.com/political-ads/library/advertiser/AR439033893459329024/creative/CR512316687047983104,Text
