Ad_ID,Ad_URL,Ad_Type
CR425044807019134976,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR425044807019134976,Image
CR425827659298111488,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR425827659298111488,Image
CR425968396786466816,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR425968396786466816,Image
CR427015131856109568,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR427015131856109568,Image
CR428040976204824576,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR428040976204824576,Image
CR429970619111571456,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR429970619111571456,Image
CR43021690971619328,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR43021690971619328,Image
CR430881014739369984,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR430881014739369984,Image
CR43162428459974656,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR43162428459974656,Image
CR431750453559033856,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR431750453559033856,Image
CR432006914646212608,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR432006914646212608,Image
CR432851339576344576,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR432851339576344576,Image
CR43289971808796672,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR43289971808796672,Image
CR433695764506476544,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR433695764506476544,Image
CR433868387832037376,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR433868387832037376,Image
CR434975596041207808,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR434975596041207808,Image
CR435167460820254720,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR435167460820254720,Image
CR435275762715590656,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR435275762715590656,Image
CR435960758459695104,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR435960758459695104,Image
CR43852921762217984,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR43852921762217984,Image
CR438621576598913024,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR438621576598913024,Image
CR438903051575623680,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR438903051575623680,Image
CR440464358087065600,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR440464358087065600,Image
CR44147590878461952,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR44147590878461952,Image
CR442255462528712704,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR442255462528712704,Image
CR44415871715639296,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR44415871715639296,Image
CR444705174435397632,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR444705174435397632,Image
CR444888792877236224,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR444888792877236224,Image
CR446234595109634048,https://transparencyreport.google.com/political-ads/library/advertiser/AR202327731696828416/creative/CR446234595109634048,Image
