Ad_ID,Ad_URL,Ad_Type
CR164464262087966720,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR164464262087966720,Text
CR164709728058867712,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR164709728058867712,Image
CR16829812169506816,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR16829812169506816,Image
CR169038230459514880,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR169038230459514880,Image
CR170688872290713600,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR170688872290713600,Image
CR17076102774128640,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR17076102774128640,Image
CR17194575152021504,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR17194575152021504,Text
CR17316895820611584,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR17316895820611584,Text
CR17392762122928128,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR17392762122928128,Text
CR174983564708806656,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR174983564708806656,Image
CR175104510987862016,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR175104510987862016,Image
CR176054489034260480,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR176054489034260480,Text
CR17707222448472064,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR17707222448472064,Image
CR178447026336301056,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR178447026336301056,Image
CR178992384103677952,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR178992384103677952,Text
CR179326635638521856,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR179326635638521856,Image
CR180399758987231232,https://transparencyreport.google.com/political-ads/library/advertiser/AR509971772343320576/creative/CR180399758987231232,Image
