Ad_ID,Ad_URL,Ad_Type
CR39569636777263104,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR39569636777263104,Image
CR395723443246465024,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR395723443246465024,Image
CR395846588548775936,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR395846588548775936,Image
CR395904862665048064,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR395904862665048064,Image
CR396004918223175680,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396004918223175680,Image
CR396040102595264512,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396040102595264512,Image
CR396103324513861632,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396103324513861632,Image
CR396180840083619840,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396180840083619840,Image
CR39622413335396352,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR39622413335396352,Image
CR396256706385936384,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396256706385936384,Image
CR39640005521440768,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR39640005521440768,Image
CR396462315060330496,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396462315060330496,Image
CR396467812618469376,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396467812618469376,Image
CR396479907246374912,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396479907246374912,Image
CR39650450881904640,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR39650450881904640,Image
CR396550275990552576,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396550275990552576,Image
CR396553574525435904,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396553574525435904,Image
CR396560721351016448,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR396560721351016448,Image
