Ad_ID,Ad_URL,Ad_Type
CR212476361460154368,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212476361460154368,Image
CR212509346808987648,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212509346808987648,Image
CR212546730204332032,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212546730204332032,Image
CR212579715553165312,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212579715553165312,Image
CR212599506762465280,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212599506762465280,Image
CR212614899925254144,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212614899925254144,Image
CR212634691134554112,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212634691134554112,Image
CR212650084297342976,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212650084297342976,Image
CR212705059878731776,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212705059878731776,Image
CR212720453041520640,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212720453041520640,Image
CR212757836436865024,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212757836436865024,Text
CR212769931064770560,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212769931064770560,Image
CR212775428622909440,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212775428622909440,Image
CR21282284506185728,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR21282284506185728,Image
CR212828205181042688,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212828205181042688,Image
CR212861190529875968,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212861190529875968,Image
CR212867787599642624,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212867787599642624,Image
CR212896374901964800,https://transparencyreport.google.com/political-ads/library/advertiser/AR25446822235340800/creative/CR212896374901964800,Image
