Ad_ID,Ad_URL,Ad_Type
CR49101990273220608,https://transparencyreport.google.com/political-ads/library/advertiser/AR100207290732249088/creative/CR49101990273220608,Text
CR307705063541833728,https://transparencyreport.google.com/political-ads/library/advertiser/AR100293190078169088/creative/CR307705063541833728,Image
CR463105089209368576,https://transparencyreport.google.com/political-ads/library/advertiser/AR10057920054034432/creative/CR463105089209368576,Text
CR483300918788358144,https://transparencyreport.google.com/political-ads/library/advertiser/AR10057920054034432/creative/CR483300918788358144,Text
CR539595914130489344,https://transparencyreport.google.com/political-ads/library/advertiser/AR10057920054034432/creative/CR539595914130489344,Text
CR107760248420302848,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR107760248420302848,Image
CR133512460010258432,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR133512460010258432,Image
CR168714424285134848,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR168714424285134848,Image
CR236039720277114880,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR236039720277114880,Image
CR252541190786777088,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR252541190786777088,Image
CR254354835216793600,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR254354835216793600,Text
CR258365853634920448,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR258365853634920448,Text
CR284596902538772480,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR284596902538772480,Image
CR289162074817298432,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR289162074817298432,Image
CR297014237107060736,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR297014237107060736,Image
CR32382129266491392,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR32382129266491392,Text
CR325538317510639616,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR325538317510639616,Text
CR348559342217199616,https://transparencyreport.google.com/political-ads/library/advertiser/AR100609299671154688/creative/CR348559342217199616,Image
