Ad_ID,Ad_URL,Ad_Type
CR538307561380642816,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538307561380642816,Image
CR538325703322501120,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538325703322501120,Image
CR538331200880640000,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538331200880640000,Image
CR538396072066678784,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538396072066678784,Image
CR538431256438767616,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538431256438767616,Image
CR538564847101542400,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538564847101542400,Image
CR538582439287586816,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538582439287586816,Image
CR538624770485256192,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538624770485256192,Image
CR538628069020139520,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538628069020139520,Image
CR538642362671300608,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538642362671300608,Image
CR538647860229439488,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538647860229439488,Image
CR538683044601528320,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538683044601528320,Image
CR538689641671294976,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538689641671294976,Image
CR538718228973617152,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538718228973617152,Image
CR53872084031373312,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR53872084031373312,Image
CR538723176775942144,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538723176775942144,Image
CR538771005531750400,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538771005531750400,Image
CR538783100159655936,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538783100159655936,Image
CR53884178659278848,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR53884178659278848,Image
CR538906245461966848,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR538906245461966848,Image
CR5390218316218368,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR5390218316218368,Image
CR539029390764277760,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR539029390764277760,Image
CR539064575136366592,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR539064575136366592,Image
CR53907268403462144,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR53907268403462144,Image
CR539099759508455424,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR539099759508455424,Image
CR539162981427052544,https://transparencyreport.google.com/political-ads/library/advertiser/AR106403725949534208/creative/CR539162981427052544,Image
