Ad_ID,Ad_URL,Ad_Type
CR547245491402833920,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR547245491402833920,Text
CR567146376987672576,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR567146376987672576,Text
CR567570788475994112,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR567570788475994112,Text
CR573549932707840000,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR573549932707840000,Text
CR590025427255296,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR590025427255296,Text
CR59136820583071744,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR59136820583071744,Text
CR59346552426070016,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR59346552426070016,Text
CR63108531460505600,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR63108531460505600,Text
CR64504636349874176,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR64504636349874176,Text
CR85826365835706368,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR85826365835706368,Text
CR88997357370212352,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR88997357370212352,Text
CR90189227974721536,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR90189227974721536,Text
CR91875878811729920,https://transparencyreport.google.com/political-ads/library/advertiser/AR368090791895105536/creative/CR91875878811729920,Text
CR118632219395751936,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR118632219395751936,Text
CR399711371920408576,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR399711371920408576,Text
CR434592828555788288,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR434592828555788288,Text
CR456498948471783424,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR456498948471783424,Text
CR569995486493147136,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR569995486493147136,Text
CR64184953344098304,https://transparencyreport.google.com/political-ads/library/advertiser/AR368282931552059392/creative/CR64184953344098304,Text
CR123349811473678336,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR123349811473678336,Text
CR156141646260469760,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR156141646260469760,Text
CR174489196793167872,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR174489196793167872,Text
CR24181559229677568,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR24181559229677568,Text
CR2812550743851008,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR2812550743851008,Text
CR351344542609309696,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR351344542609309696,Text
CR364792669328637952,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR364792669328637952,Text
CR406112866056273920,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR406112866056273920,Text
CR436817278017732608,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR436817278017732608,Text
CR453735463434321920,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR453735463434321920,Text
CR519319133007904768,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR519319133007904768,Text
CR533881065006170112,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR533881065006170112,Text
CR538295604191690752,https://transparencyreport.google.com/political-ads/library/advertiser/AR36831440507240448/creative/CR538295604191690752,Text
